csv_ApplicantFirst,csv_ApplicantMiddle,csv_ApplicantLast,csv_ApplicantStreet,csv_ApplicantCity,csv_ApplicantState,csv_ApplicantStateID,csv_ApplicantZip,csv_ApplicantSSN,csv_ApplicantDOB
DARRELL,,HENRY,1109 MILL RUN,ALLEN,TX,54,75002,666-21-9874,8/1/1990
WILLIE,,LUMPKIN,1466 TOMAHAWK,BIRMINGHAM,AL,4,35214,666-21-9892,8/2/1990
CYNTHIA,,DAUGHERTY,235 MOSELEY CROSSING,STOCKBRIDGE,GA,16,30281,666-21-9904,8/3/1990
DON,B,BINGHAM        SR,207 LOGAN,LAKE CITY,MI,30,49651,666-21-9978,8/4/1990
FABRICE,G,BRNABE,251 RR1,CANEY,KS,23,67333,666-22-0041,8/5/1990
DANA,J,BOONE,1605 W 89TH,OVERLAND PARK,KS,23,66212,666-22-0064,8/6/1990
JANET,R,BROWN,4417 E PROSPECT,INDPLS,IN,22,46203,666-22-0120,8/7/1990
JEWELL,D,LITTERAL,PO BOX 1061,HUGHES SPRINGS,TX,54,75656,666-22-0202,8/8/1990
SHPENDIM,,NADZAKU,4563 1/2 ALUMNI,LOS ANGELES,CA,9,90041,666-22-0360,8/9/1990
FLOR,H,CERRUDHOLMES,2914 28TH,COLUMBUS,NE,37,68601,666-22-0430,8/10/1990
THOMAS,,LOWE,636 N LEADALE,SIOUX FALLS,SD,52,57103,666-22-0452,8/11/1990
RODNEY,J,DAWSON,331 TOWN CREEK,MURPHYSBORO,IL,21,62966,666-22-0496,8/12/1990
JEROME,,DELAPOSSE,3897 ALICE,HOUSE SPRINGS,MO,32,63051,666-22-0509,8/13/1990
KATHRYN,A,DRUDING,634 ROY HUIE,RIVERDALE,GA,16,30274,666-22-0583,8/14/1990
CLYDE,,BARKLEY,PO BOX 2,WAYNESVILLE,MO,32,65583,666-22-0613,8/15/1990
APRIL,S,BROWN,11275 RAMBOWOOD,CEDAR,MI,30,49621,666-22-0686,8/16/1990
ALEXANDER,,KHELIMSKY      SR,9840 64TH,REGO PARK,NY,43,11374,666-22-0770,8/17/1990
JOANN,,DENNIS,814 SHADYWOOD,DE SOTO,TX,54,75115,666-22-0815,8/18/1990
VERA,,BELLE,721 N GARFIELD,PASADENA,CA,9,91104,666-22-0921,8/19/1990
CONNIE,S,BATES,300 HILARY,VALLEJO,CA,9,94591,666-22-0949,8/20/1990
EDITH,C,LYNE,419 N JEFFERSON,ELK CITY,OK,45,73644,666-22-0950,8/21/1990
ANN,E,FRASER,32 PARK HAVEN,LITTLE ROCK,AR,6,72205,666-22-0986,8/22/1990
GAYLYNNE,,BROWN,7201 LAKE ARTHUR,PORT ARTHUR,TX,54,77642,666-22-0993,8/23/1990
MANEUL,I,BARRIGA,15 CHURCH TWRS,HOBOKEN,NJ,39,07030,666-22-1056,8/24/1990
JODIE,,BAGGS,PO BOX 4304,LUKE AIR FORCE,AZ,8,85309,666-22-1079,8/25/1990
KERRI,N,HANCOCK,2612 EVERGREEN,FT MITCHELL,KY,24,41017,666-22-1099,8/26/1990
DEBRA,,BURTON,2315 MELODY,ANDERSON,IN,22,46012,666-22-1127,8/27/1990
DAVID,S,CROSS,PO BOX 50717,SANTA BARBARA,CA,9,93150,666-22-1159,8/28/1990
DANIEL,,HUGHES,2500 CENTENNIAL LOT 49,BISMARCK,ND,36,58501,666-22-1252,8/29/1990
AUTREY,L,BEATY,822 E 5TH,TUCSON,AZ,8,85719,666-22-1256,8/30/1990
GARRY,,BAKER,561 W DICKEY,GRAND PRAIRIE,TX,54,75051,666-22-1323,8/31/1990
LINDA,L,BOULDEN,204 N SPRING,FALLS CHURCH,VA,56,22046,666-22-1335,9/1/1990
TERI,,CHESNAVICH,2170 WATSON SPRINGS,WATKINSVILLE,GA,16,30677,666-22-1404,9/2/1990
CHARLES,T,BONNER         SR,11523 RUTHELEN,LOS ANGELES,CA,9,90047,666-22-1454,9/3/1990
CAROLYN,S,GAWKEL,1029 CAPRI,HUEYTOWN,AL,4,35023,666-22-1472,9/4/1990
JOANN,,BOCKHOL,1000C HEATHER RIDGE,FREDERICK,MD,27,21702,666-22-1517,9/5/1990
EVA,,BROSCH,PO BOX 650,DEWEYVILLE,TX,54,77614,666-22-1550,9/6/1990
PRISCILLA,J,FLICKINGER,188E RR5,DECATUR,AL,4,35603,666-22-1591,9/7/1990
GEORGETTE,M,HENRIET,PO BOX 347,WRIGHT CITY,MO,32,63390,666-22-1600,9/8/1990
WALLY,E,BAYNUM,222 W 21ST,NORFOLK,VA,56,23517,666-22-1638,9/9/1990
JOSEPH,,BRENNAN,35 HEIGHTS,RIDGEWOOD,NJ,39,07450,666-22-1649,9/10/1990
JAMES,M,HERMAN,3860 FLOISE,BEAUMONT,TX,54,77707,666-22-1673,9/11/1990
MELVIN,B,BIGELOW,12215 VENTURA,STUDIO CITY,CA,9,91604,666-22-1698,9/12/1990
SALLY,W,BOONE,2675 WINDMILL,HENDERSON,NV,42,89014,666-22-1760,9/13/1990
SUSAN,M,DUNN,7936 PEBBLE BROOKCT,SPRINGFIELD,VA,56,22153,666-22-1760,9/14/1990
CYNTHIA,L,BARKER,18333 SCHOOLCRAFT,RESEDA,CA,9,91335,666-22-1793,9/15/1990
SCOTT,,BRASE,8437 MENDING WALL,WOODRIDGE,IL,21,60517,666-22-1829,9/16/1990
GARY,A,CVESPO,14810C STRATFORD,BRIDGETON,MO,32,63044,666-22-1837,9/17/1990
HELEN,,BLANCHARD,4610 EUBANK,ALBUQUERQUE,NM,40,87111,666-22-1941,9/18/1990
MALCOM,P,IRVIN,12142 DON,WALTON,KY,24,41094,666-22-1977,9/19/1990
THOMAS,M,HILLA,15313 SCHOTLR ES,CHESTERFIELD,MO,32,63017,666-22-2004,9/20/1990
TRACEY,M,BLUM,PO BOX 300962,ARLINGTON,TX,54,76007,666-22-2034,9/21/1990
JASON,,BRADT,13751 SYLVAN,VAN NUYS,CA,9,91401,666-22-2051,9/22/1990
DAVID,J,BOGGIO,3723 86TH,DES MOINES,IA,19,50322,666-22-2099,9/23/1990
NEKIESHA,D,BRICKOUS,1119 BEL AIRE,BELLEVILLE,IL,21,62220,666-22-2154,9/24/1990
DONNA,M,GIGLIA,1365 E IMPERIAL,LOS ANGELES,CA,9,90059,666-22-2571,9/25/1990
JAMES,R,BARRETT,2718 WIMBLEDON,GARLAND,TX,54,75041,666-22-2621,9/26/1990
JAYESH,W,CHUKSI,24334 DAISY,ELMENDORF AFB,AK,3,99506,666-22-2624,9/27/1990
ROBERT,S,MARSHALL,8300 DOLAN,CASTROVILLE,CA,9,95012,666-22-2645,9/28/1990
TRESSA,A,BRYANT,3810 COMMONWEALTH,GARLAND,TX,54,75043,666-22-2764,9/29/1990
LYDIA,,DIAL,1052 FEDORA,CLOVIS,CA,9,93612,666-22-2819,9/30/1990
ANGELO,E,BURO,PO BOX 21,GARDEN CITY,KS,23,67846,666-22-2883,10/1/1990
WAYNE,L,ECK,3455 WATERWORKS,COMMERCE,GA,16,30529,666-22-2890,10/2/1990
CHAS,T,FIKE,29015 ESTERS,PLANO,TX,54,75074,666-22-2979,10/3/1990
JOAN,F,BRADFIELD,1503 W PALO ALTO,FRESNO,CA,9,93711,666-22-2984,10/4/1990
JUAN,,GANSBITO,221A RR3,VICTORIA,TX,54,77905,666-22-3016,10/5/1990
LAURA,,JORDAN,6513 ALBA,GAYLORD,MI,30,49735,666-22-3027,10/6/1990
GEORGE,W,BUFF,PO BOX 566,MIDDLESEX,NJ,39,08846,666-22-3050,10/7/1990
HELEN,,BEARMAN,2940 ROSEDALE,PORT ARTHUR,TX,54,77642,666-22-3081,10/8/1990
ROBERT,,KNOX,3320 STATE,HOOKSTOWN,PA,47,15050,666-22-3081,1/2/1990
MARTHA,J,GAMBREL,6 LINCOLN,CHICOPEE,MA,26,01020,666-22-3095,1/3/1990
PEARL,B,BRENNEMAN,211 GILBERT,MATHER AFB,CA,9,95655,666-22-3154,1/4/1990
HARRIET,S,BIGGIO,1310 MCMINN,ALIQUIPPA,PA,47,15001,666-22-3213,1/5/1990
NICHOLAS,M,BAZZETTA,11 1ST,PEQUANNOCK,NJ,39,07440,666-22-3297,1/6/1990
RICHARD,L,CORNETTO       JR,411 FRANKLIN,PITTSBURGH,PA,47,15221,666-22-3464,1/7/1990
LORI,B,HOWARD,3944 CARLIN,LYNWOOD,CA,9,90262,666-22-3501,1/8/1990
ADOLPH,D,MARTINEZ       JR,303 HOOVER,LEXINGTON,NC,35,27292,666-22-3532,1/9/1990
EVON,,BARBOUR        JR,201 RR4,ARKANSAS CITY,KS,23,67005,666-22-3552,1/10/1990
DURWOOD,F,BOTTOMS,706 7TH,NEVADA,IA,19,50201,666-22-3625,1/11/1990
MARGARET,A,HERZOG,5041 LINDENWOOD,SAINT LOUIS,MO,32,63109,666-22-3727,1/12/1990
RACHELLE,,DILLARD,EVA,LEOMINSTER,MA,26,01453,666-22-3741,1/13/1990
SHARON,,HARRISON,144 RIPLEY,ELIZABETH,NJ,39,07206,666-22-3827,1/14/1990
DIANE,E,BARABAN,4722 E BELL,PHOENIX,AZ,8,85032,666-22-3857,1/15/1990
JOSEPH,,BIRLEW         SR,5208 PATTERSON PLACE,SAINT LOUIS,MO,32,63129,666-22-3875,1/16/1990
MARIA,,CRUZ,101 WOODLAND,RUTHERFORD,NJ,39,07070,666-22-3887,1/17/1990
CARL,G,BAKER,221 LARUE,CORAOPOLIS,PA,47,15108,666-22-4003,1/18/1990
TAMMARA,,DOCHTERMAN,9709 KINGS CROWN,FAIRFAX,VA,56,22031,666-22-4049,1/19/1990
DEBBIE,B,BARNARD,42 RR5,BAYTOWN,TX,54,77521,666-22-4090,1/20/1990
VANESSA,A,BRYANT,4200 THE WOODS,SAN JOSE,CA,9,95136,666-22-4091,1/21/1990
ALISON,E,BOWER,1330 S CENTINELA,LOS ANGELES,CA,9,90025,666-22-4134,1/22/1990
GEORGE,B,MURPHY,16715 ROAD 37,MADERA,CA,9,93638,666-22-4150,1/23/1990
J,,BEVERE,9681 ROLLING HILLS,RAPID CITY,SD,52,57702,666-22-4207,1/24/1990
JAMES,A,JAGUSCH,724 3RD NW,JAMESTOWN,ND,36,58401,666-22-4240,1/25/1990
LINDA,,BARNES,820 DIVISION,INDIANAPOLIS,IN,22,46221,666-22-4263,1/26/1990
JOSPEH,B,KOEHLING,5263 WOODBROOK,INDIANAPOLIS,IN,22,46254,666-22-4266,1/27/1990
DELORES,,BULLAY,14044 FOXTRAIL,HOLLAND,MI,30,49424,666-22-4323,1/28/1990
CHESTER,A,BROUSSARD,PO BOX 2254,KENAI,AK,3,99611,666-22-4325,1/29/1990
DONNALEA,,BROWN,8000 OFFENHAUSER,RENO,NV,42,89511,666-22-4365,1/30/1990
ANDREW,H,MAHAN,9406 WILLOW MEADOW,HOUSTON,TX,54,77031,666-22-4387,1/31/1990
TAMETHA,J,MILBRATH,212 TAMWORTH,CLEMMONS,NC,35,27012,666-22-4432,2/1/1990
ROBERT,W,BRUCE,2325 OVERGLEN,PLANO,TX,54,75074,666-22-4496,2/2/1990
MALCOLM,,IRVIN,PO BOX 928,COMFORT,TX,54,78013,666-22-4514,2/3/1990
CARMAN,A,FUSCO,85 GEORGE,MARINA,CA,9,93933,666-22-4674,2/4/1990
JOHN,,BERTONI,506 E FRENCH,CUERO,TX,54,77954,666-22-4676,2/5/1990
KAY,E,CROCKET,359 N 9TH,SAN JOSE,CA,9,95112,666-22-4688,2/6/1990
MALCOLM,,IRVIN,3400 HIGHWAY 78 E,JASPER,AL,4,35501,666-22-4712,2/7/1990
BROWN,,CHARLES,1312 W HAMPTON WOOD,WILDWOOD,MO,32,63005,666-22-4764,2/8/1990
LISA,,BARAINCA,1712 CHIQUITA,SAINT LOUIS,MO,32,63138,666-22-4776,2/9/1990
PATRICIA,,BURTON,PO BOX 1,HARDIN,KY,24,42048,666-22-4825,2/10/1990
MELANIE,B,EUDALY,630 E MAIN,ALHAMBRA,CA,9,91801,666-22-4841,2/11/1990
BERTHA,,GUTIERREZ,741 HERMS HILL,WHEELERSBURG,OH,44,45694,666-22-4874,2/12/1990
JASMATIE,,BIKHARI,5610 SEELEY LAKE SW,TACOMA,WA,59,98499,666-22-4890,2/13/1990
JOSHUA,,BROWN,14413 CONWAY,CHESTERFIELD,MO,32,63017,666-22-4896,2/14/1990
GARY,,BEATTIE        JR,900 W GROVE,TEMPE,AZ,8,85283,666-22-4988,2/15/1990
WIL,J,BRIGGS,RR8,COLUMBIA CITY,IN,22,46725,666-22-5060,2/16/1990
JODY,,HOLLIER,457 WILCOX,KIRKWOOD,MO,32,63122,666-22-5107,2/17/1990
ALIDA,J,BACH,209249 94TH,CA CITY,CA,9,93505,666-22-5164,2/18/1990
JOHN,P,BAILEY,314 AYITO SE,VIENNA,VA,56,22180,666-22-5276,2/19/1990
GWEN,N,MONTAZEMI,3737 N COUNTRY CLUB,TUCSON,AZ,8,85716,666-22-5308,2/20/1990
CLIFTON,S,MCDUFFIE,520 PEGGS FORK,CAMPTON,KY,24,41301,666-22-5361,2/21/1990
CHARLES,T,FIKE,2004 CAMELOT,LAS CRUCES,NM,40,88005,666-22-5416,2/22/1990
RENTOUL,C,GREVATT,35 NED,SEWAREN,NJ,39,07077,666-22-5483,2/23/1990
DANILO,C,BOLIMA,207 W CINCINNATI,LAS VEGAS,NV,42,89102,666-22-5547,2/24/1990
DEDE,,BATES,9006 WOODLAKE,ROWLETT,TX,54,75088,666-22-5626,2/25/1990
HERBERT,A,BARON          JR,58 COUNTY ROAD 216,TOWN CREEK,AL,4,35672,666-22-5651,2/26/1990
DIANE,J,BERGER,4021 E 1ST,LONG BEACH,CA,9,90803,666-22-5655,2/27/1990
DONALD,,KIRKPATRICK,1861 MOUNT VERNON,COVINGTON,KY,24,41011,666-22-5716,2/28/1990
MARGARET,R,BAUER,15629 PARASOL,CHESTERFIELD,MO,32,63017,666-22-5730,3/1/1990
DIANE,M,BALLAST,10 MONTGOMERY,BROOKLYN,NY,43,11215,666-22-5804,3/2/1990
CHARLIE,M,FINEBERG,8520 SW 133RD AVENUE,MIAMI,FL,14,33183,666-22-5810,3/3/1990
ELIZABETH,A,BRYANT,300 RHODE ISLAND,ROYAL OAK,MI,30,48067,666-22-5839,3/4/1990
ALVIN,,BROOKS         SR,14518 PICKET OAKS,CENTREVILLE,VA,56,20121,666-22-5858,3/5/1990
RALPH,,BALDIVIA,12180 SW LANSDOWNE,TIGARD,OR,46,97223,666-22-5910,3/6/1990
DANIELFUYESUGI,,DANIELFUYESUGI,2024 UNIVERSITY,GRAND FORKS,ND,36,58203,666-22-5957,3/7/1990
JOHN,L,LOSSE          SR,320 RIDGE VIEW,ODENVILLE,AL,4,35120,666-22-5962,3/8/1990
R,B,MARY,1545 STONER,LOS ANGELES,CA,9,90025,666-22-5994,3/9/1990
MARSHA,L,GOSS,118 PSC 556 BOX 118,FPO,AP,5,96372,666-22-6015,3/10/1990
JOHNNY,R,BENNETT,4609 PSC 3 BOX 4609,TRAVIS AFB,CA,9,94535,666-22-6065,3/11/1990
BRUCE,S,HOLLERS,4720 ELDORADO,WICHITA FALLS,TX,54,76310,666-22-6103,3/12/1990
MARYANN,,HAUSER,3025 STATE ROAD 42,MOORESVILLE,IN,22,46158,666-22-6124,3/13/1990
LYDIA,L,DIAL,5907 COUNTRYVIEW,ALLENDALE,MI,30,49401,666-22-6215,3/14/1990
HAROLD,F,BERRY,9929 N CHANCE,FRESNO,CA,9,93720,666-22-6223,3/15/1990
LEON,,MARMAREDES,516 E 188TH,BRONX,NY,43,10458,666-22-6299,3/16/1990
ELIZABETH,,BRYANT,2000 LAKE SHORE,GLADSTONE,MI,30,49837,666-22-6319,3/17/1990
S,B,ANNA,125 ORGAIN,BEAUMONT,TX,54,77707,666-22-6336,3/18/1990
AMY,K,MATELSKISTARK,7911 SAINT CHARLES,NEW ORLEANS,LA,25,70118,666-22-6400,3/19/1990
DANIEL,G,BURGESS,347 W END,ELIZABETH,NJ,39,07202,666-22-6473,3/20/1990
KHALID,,MOHAMED,908 BANCROFT,BELVIDERE,IL,21,61008,666-22-6560,3/21/1990
CHET,N,BUDHAN,424 GATEWOOD,GARLAND,TX,54,75043,666-22-6593,3/22/1990
BILL,,BREWER,111 RR2,CONDE,SD,52,57434,666-22-6595,3/23/1990
JAMES,F,BEATTIE,307 A PIKE,ST CHARLES,MO,32,63301,666-22-6752,3/24/1990
DOLORES,,CHEEK,4120 11TH NE,SEATTLE,WA,59,98105,666-22-6767,3/25/1990
ELMER,,IBBOTSON,1110 19TH S,BIRMINGHAM,AL,4,35205,666-22-6796,3/26/1990
CATHERINE,M,MUSGRAVE,9016 WILSHIRE STE 363,BEVERLY HILLS,CA,9,90211,666-22-6853,3/27/1990
ANNA,C,BRUMBY,11B HC47,INTERIOR,SD,52,57750,666-22-6921,3/28/1990
MARGARET,,BOWMAN,4106 NORTHBRIDGE,BOISE,ID,20,83706,666-22-7058,3/29/1990
MILDRED,A,MC KNIGHT,PO BOX 427,MIDDLETOWN,MD,27,21769,666-22-7163,3/30/1990
CHARLES,R,BENNETT,78 N BROADWAY,WHITE PLAINS,NY,43,10603,666-22-7189,3/31/1990
LOUISE,,BEGOL,4775 SUMMIT RIDGE,RENO,NV,42,89503,666-22-7258,4/1/1990
PATSY,S,BLAIR,PO BOX 571,LIVINGSTON,AL,4,35470,666-22-7283,4/2/1990
H,R,BASTERRECHEA,105 N 9TH,MARSHALLTOWN,IA,19,50158,666-22-7300,4/3/1990
JULIE,A,BARRY,6151 SHADOW,CITRUS HEIGHTS,CA,9,95621,666-22-7360,4/4/1990
MARY,,BOYD,1242 MORNING GLORY,CONCORD,CA,9,94521,666-22-7361,4/5/1990
FRANCES,,GROSE,3047 14TH,ESCANABA,MI,30,49829,666-22-7404,4/6/1990
ANNA,C,GORE,899 W SAN GABRIEL,CLOVIS,CA,9,93612,666-22-7471,4/7/1990
GINA,T,BRUNETT,58 FOREST,NORTH ARLINGTON,NJ,39,07031,666-22-7537,4/8/1990
RODERICK,,BURROUGHS,PO BOX 332,FRESNO,CA,9,93708,666-22-7607,4/9/1990
KRISTIE,M,COPELAND,210 RR1,CANEY,KS,23,67333,666-22-7612,4/10/1990
VIVIAN,F,GILSON,PO BOX 20155,BEAUMONT,TX,54,77720,666-22-7619,4/11/1990
JOE,J,BOSANIC,103 SAMPSON,GARFIELD,NJ,39,07026,666-22-7623,4/12/1990
G,R,BODKINS,400 S COPPELL,COPPELL,TX,54,75019,666-22-7641,4/13/1990
STEVEN,C,BAINBRIDGE,34 BUCCANEER,MARINA DEL REY,CA,9,90292,666-22-7658,4/14/1990
MARY,E,COX,6033 FRONTIER,PLANO,TX,54,75023,666-22-7871,4/15/1990
LINDA,L,MCCLEW,25272 DELMAR,HAYWARD,CA,9,94542,666-22-7882,4/16/1990
SUSAN,F,BOURQUE,1505 RR6,ORANGE,TX,54,77632,666-22-7891,4/17/1990
WILLIAM,J,BRAND,34 CARO,OAK RIDGE,NJ,39,07438,666-22-7974,4/18/1990
TAMMY,J,DUNAWAY,107 TAMARACK,HERLONG,CA,9,96113,666-22-7976,4/19/1990
ROGER,L,COBURN,1439 S MICHIGAN,CHICAGO,IL,21,60605,666-22-7983,4/20/1990
BARBARA,E,HOM,422 SAWGRASS,WESTMINSTER,MD,27,21158,666-22-8022,4/21/1990
JACQUELINE,M,BELLUOMIN,1362 CULPEPPER,GEORGETOWN,KY,24,40324,666-22-8031,4/22/1990
JOHNNY,R,FLYNN,21 CIRCLE,UNION,MO,32,63084,666-22-8173,4/23/1990
EILEEN,,BIGHAM,1035 LAKE,METAIRIE,LA,25,70005,666-22-8196,4/24/1990
MARY,A,BISHOP,300 E HARMON,LAS VEGAS,NV,42,89109,666-22-8210,4/25/1990
TERRY,D,BISHOP,3241 S MICHIGAN,CHICAGO,IL,21,60616,666-22-8330,4/26/1990
ELAINE,M,FRATTA,133 MERCER,JERSEY CITY,NJ,39,07302,666-22-8376,4/27/1990
AMY,L,JUNITES,25 RR3,HAGERSTOWN,MD,27,21740,666-22-8386,4/28/1990
ALAN,B,ATKINS,1500 SAINT OLAF,NORTHFIELD,MN,31,55057,666-22-8409,4/29/1990
MITRA,,BROWN,4 RT BOX 12 B,CYNTHIANA,KY,24,41031,666-22-8436,4/30/1990
GURDIP,D,BHALLA,6309 CATES,UNIVERSITY CITY,MO,32,63130,666-22-8501,5/1/1990
NANCY,,BRADLEY,1541 10TH S,FARGO,ND,36,58103,666-22-8525,5/2/1990
WALTER,A,ANDERSON,889 LAKEVIEW,PADUCAH,KY,24,42003,666-22-8619,5/3/1990
JAMES,L,MAHON          JR,PO BOX 1095,LYONS,GA,16,30436,666-22-8735,5/4/1990
KAY,E,CROCKETT,404 VILLA,PEACHTREE CITY,GA,16,30269,666-22-8739,5/5/1990
C,,HOLMES,839 HARRIS CREEK,PARIS,KY,24,40361,666-22-8835,5/6/1990
MARY,A,FRENCH,3781 LOGANS FERRY,PITTSBURGH,PA,47,15239,666-22-8843,5/7/1990
VIOLET,,BRADLY,15221 BERRY,DALLAS,TX,54,75248,666-22-8882,5/8/1990
AMY,E,DUNN,6718 E CALLE LA PAZ UNIT A,TUCSON,AZ,8,85715,666-22-8922,5/9/1990
TED,J,BRATTHAUAR,109 SHADY VALLEY,CHESTERFIELD,MO,32,63017,666-22-8949,5/10/1990
MAURICE,D,BROOKS,6026 CARMON,GIBSONVILLE,NC,35,27249,666-22-8962,5/11/1990
MICHAEL,,CHRISTIAN,4 BIRCH,BILLERICA,MA,26,01821,666-22-9011,5/12/1990
IRMA,,BOYCE,1733 E TICONDEROGA,FRESNO,CA,9,93720,666-22-9020,5/13/1990
CAROL,H,COOPER,4278 US HIGHWAY 35 N,RICHMOND,IN,22,47374,666-22-9183,5/14/1990
ALBERT,,CAPRONI        III,311 FRISCO,POTEAU,OK,45,74953,666-22-9198,5/15/1990
TERESA,L,BUNTING,9511 WILLOWRIDGE,CHARLOTTE,NC,35,28210,666-22-9310,5/16/1990
CHRIS,D,KOHLER,1440 STEWART,FORT WORTH,TX,54,76104,666-22-9366,5/17/1990
NORRIS,,BYRD,BOX 17,APO,NY,43,09007,666-22-9459,5/18/1990
LEONARD,,BEARISON,114 RR4,FULTON,KY,24,42041,666-22-9513,5/19/1990
CHESTER,A,BROUSSARD,3411 KING ARTHUR,GARLAND,TX,54,75044,666-22-9565,5/20/1990
JOEL,B,ARBIC,3565 TIMBERGLEN,DALLAS,TX,54,75287,666-22-9718,5/21/1990
CAROL,D,BLACKNIXON,1201 GALAPAGO,DENVER,CO,10,80204,666-22-9961,5/22/1990
KATHRYN,A,KITZ,2680 RR1,CORSICANA,TX,54,75110,666-22-9990,5/23/1990
VINCENT,,BARBAROSSA     JR,5128 E 20TH,INDIANAPOLIS,IN,22,46218,666-23-0015,5/24/1990
HEE,J,BYUN,2160 PARTRIDGE BERRY,BIRMINGHAM,AL,4,35244,666-23-0027,5/25/1990
DAVID,,KEITH,1083 WORTHINGTON,SPRINGFIELD,MA,26,01109,666-23-0148,5/26/1990
BONNIE,,KLETTE,613 CANDLE,BIRMINGHAM,AL,4,35214,666-23-0215,5/27/1990
BOBBY,,HIBBARD,17 FRESH POND,CAMBRIDGE,MA,26,02138,666-23-0444,5/28/1990
ANTHONY,F,GANGI,836 HARLAN,SAINT LOUIS,MO,32,63147,666-23-0466,5/29/1990
MARTA,,LAROSA,34 PROSPECT,YONKERS,NY,43,10701,666-23-0530,5/30/1990
DONALD,E,BITTINGER,6447 SCANLAN,SAINT LOUIS,MO,32,63139,666-23-0533,5/31/1990
HEEJUN,,BYUN,1227A CENTAUR,LAFAYETTE,CO,10,80026,666-23-0570,6/1/1990
FRANCES,D,BARKS,1903 TERRACE,TUSCALOOSA,AL,4,35401,666-23-0581,6/2/1990
VICKIE,L,GUSTAFSON,1830 CRIPPLE CREEK,GARLAND,TX,54,75041,666-23-0657,6/3/1990
STEPHANIE,,DETTLOFF,46 CENTER GROVE,RANDOLPH,NJ,39,07869,666-23-0796,6/4/1990
DEBBIE,K,FAIRLEY,2309 SEMINOLE,ARLINGTON,TX,54,76010,666-23-1073,6/5/1990
JOYCE,D,DONAHUE,287 N LINDBERGH,SAINT LOUIS,MO,32,63141,666-23-1086,6/6/1990
VERA,,BAUMGARDNER,109 CHILTON,TALLADEGA,AL,4,35160,666-23-1250,6/7/1990
OLIVIA,,HURST,152 CREST,BELLEVILLE,NJ,39,07109,666-23-1263,6/8/1990
WILSON,E,BARKLOWSR,4525 KENNEDY FL 2,NORTH BERGEN,NJ,39,07047,666-23-1339,6/9/1990
LINDA,,BREITHAUPT,2126 GILBERT,CINCINNATI,OH,44,45206,666-23-1395,6/10/1990
